file_name,md5_digest,rotation
20200922_8B,47dfa7393be74b852d0b573a85894c18,90c
20200929_1D,0f5f18658977adee37fca97ac33c44e9,90c
20200929_2D,dffae90777c6b76bd06d1eca5cba5c2d,90c
20200929_3B,3382cb3bc1345b250fd5680c47974a4e,90c
20200929_3D,832483cbd222834e0c67f68cf236aa0a,90c
20200929_4B,9fd608a802a73443c601583f0253b386,90c
20200929_4D,28d6d88c7f0e20cf0e990986a307942f,90c
20200929_5A,2ad417505afd9e38380c718826a53b70,90c
20200929_5B,410252331fa9419d1ed30f4c16c1a16a,90c
20200929_5D,26ad5fc868f180a4fa164043f1b3bd01,90c
20200929_6B,eb2e09ec6711902e81c390df6b5bd686,90c
20200929_6D,9f3f420259f8022fb0a99478dc816223,90c
20200929_7B,717b17887efb7728f6a344223fb30819,90c
20200929_7D,0cca096c15ae4fdb6a7e0d178c5fe0c1,90c
20200929_8A,6fd50ece915317a03201b3a539109439,90cc
20200929_8D,1d3c6f5c789014540abd71abbbade9df,90cc
20200929_1A,cacec5643d19eea66990ac0c39abf9ad,90c
20200929_8B,aa2583e6370936ff395e01069fce282b,90cc
20200929_1B,9cae6fcfe431564c34cd7d817beb2a95,90c
20200929_2A,c2cec661e6384bd6f7d480f53c27f7dd,90c
20200929_2B,8e87ed2cf031dbb6ff3628af3d51689a,90c
20200929_3A,9fd687595cfb565451929c68e0fd414d,90c
20200929_4A,22af8322da893532043ba0971553da2f,90c
20200929_6A,449d607ba310b166950ede0bd9da39e4,90c
20200929_7A,e6fb2f27c2431a7adea9403a941045c3,90c
20201006_5A,3da737b542c298eabbe93d0120a7ceb7,90c
20201006_5B,8d77685b5b89370caec6434a6346bc56,90c
20201006_5D,0af038dcc32d37b4b52950a849d72e49,90c
20201006_1B,4a2cf9b32a8a4e1ac064ed22d059b052,90c
20201006_1D,85a36554b872416e2af1ea64e5532209,none
20201006_1A,8a74c38e746c0f4f3eb9885d031d3d87,90c
20201006_4A,4eabef0dd7cc293b63346ccfbbca4101,90c
20201006_3A,4b8e0d5d102ff61a62cb4712ba3ab78b,90c
20201006_4B,a9cf0b66440a7f7caa52a4915d88dcc6,90c
20201006_4D,9cc928ad2a57b71649405a0c2ae6c8b2,90c
20201006_2A,c22f5f2b77bee665ee70f90fdb5a4960,90c
20201006_2B,d8d7e3bbc5a21a297329f90dcb1d1934,90c
20201006_2D,c8984351a1088465005e58697059f172,90c
20201006_3B,f36c3522cf8eedb6e96bb70b74248f54,90c
20201006_3D,5f5e6dd50413d0bec8193018ea1ab5c9,90c
20201008_1A,97c6bf7339c3a0a3c8f896a444762efd,90c
20201008_1B,a975e5b362d634c85d7d812bdd048a4c,90c
20201008_1D,4ff5097b8407708f583d72522657d3e5,90c
20201008_2A,3164223b62339d879be7024e9a9e179c,90c
20201008_2B,b01685c55a92dc12044ba515650b3d70,90c
20201008_2D,a0e9963137c1b125f7de3976ef4105d8,90c
20201008_3A,88cf56944b65cf1472b5d2912df99bd6,90c
20201008_3B,61b53490c61f468ed1a19f5d5df8b4f7,90c
20201008_3D,4dc5b9783e4566aa09125590ac14b7f3,90c
